uid,body,title,url,newspaper_uid,host,n_tokens_title
74dc21db0ba7ec2a6c9796134de2dc75,"    googletag.cmd.push(function() {      googletag.display(""dfp-ad-top3_content"");    });  La Secretaría de Educación Pública (SEP) informó que el regreso a clases a nivel nacional será el 1 de junio.Ese día, todas las escuelas de nivel básico (preescolar, primaria y secundaria) deben reanudar labores. El 1º de junio todo el país regresará a clases, (...) y ya desde el 17 de mayo se hará en los municipios definidos como libres de riesgo"", señaló Esteban Moctezuma Barragán, secretario de Educación Pública.Además, se dio a conocer que para reponer el tiempo de aislamiento físico, debido a la cuarentena del coronavirus Covid-19. Al respecto, Esteban Moctezuma Barragán, informó que para rescatar el ciclo escolar, éste terminará el 17 de julio. ""También rescataremos el ciclo escolar aplazando el calendario escolar para concluir el ciclo el 17 de julio. Agradezco la excelente disposición de maestras, maestros y dirigencias sindicales y autoridades educativas locales para asumir juntos este esfuerzo"".Clases en línea: Aprende en Casa de la SEPDesde el 20 de abril, se reanudaron las clases en línea de la SEP, las cuales también se transmiten en televisión.Al respecto, el titular de la SEP señaló que ""se están transmitiendo programas de televisión en Canal Once Niñas y Niños, TV Educativa, TV UNAM y televisoras públicas de los estados basados en los aprendizajes esperados de los libros de texto y de los planes y programas"".""Al final de cada programa cinco preguntas se hacen a nuestros estudiantes que van a contestar e incluir en su carpeta de experiencias. Esta carpeta se la entregarán a sus maestras o maestros al regreso a la escuela"".Y añadió que en las clases virtuales de la SEP, ""cada media hora hay una pausa activa para ejercitarnos. Para no salir cansados de estar tanto tiempo juntos, descubramos esos saberes, esos tesoros, esos sentimientos de cada quien, que nos hará salir más unidos. Vamos a practicar en casa la solidaridad y la cultura de respeto y paz"".Horarios de las clases para cada nivelLos horarios de transmisión de Aprende en Casa de la SEP:Inicial y preescolar de 07:00 a 09:00 horas.Primero y segundo de primaria de 09:00 a 10:00 y de 12:00 a 13:00 horas.Tercero y cuarto de primaria de 10:00 a 11:00 y de 13:00 a 14:00 horas.Quinto y Sexto de primaria de 11:00 a 12:00 y de 14:00 a 15:00 horas.VER TAMBIÉN: Municipios que regresan a clases el 17 de mayo en PueblaCuándo inicia la Fase 3 del coronavirus en PueblaPuebla decreta uso obligatorio de cubrebocas por Covid-19En Puebla puedes hacer tu evaluación de Covid-19 por whatsappHospitales privados se unen contra Covid-19. Cuántos hay en PueblaCoronavirus: Cursos en línea para tratamientos de Covid-19 con FCSCuál va a ser la duración de la cuarentena en México | Covid-19Inteligencia emocional ayuda a sobrellevar cuarentena: Ibero Puebla         ","Regreso a clases presenciales, lo que debes saber | Coronavirus",http://www.unioncdmx.mx/articulo/2020/04/22/educacion/regreso-clases-presenciales-lo-que-debes-saber-coronavirus,.\eluniversal,www.unioncdmx.mx,6
ffa1b120ea165b7426f3028bc37c72e5,"En menos de 12 horas, tres familiares de Óscar Andrés Flores Ramírez, El Lunares (último líder de La Unión Tepito y quien era considerado el principal distribuidor de cocaína, marihuana y drogas sintéticas) fueron detenidos por autoridades de la Ciudad de México e instancias federales, en la alcaldía Cuauhtémoc.El resultado de tres operativos en las colonias San Rafael, Guerrero y Centro fue la aprehensión de Brandon Alexis, El Junior, hermano de El Lunares, así como de sus tíos Alejandro N y Jorge Luis, El Tío, identificado como el principal operador del exlíder del grupo criminal, a quienes les cumplimentaron órdenes de aprehensión por delincuencia organizada.La madrugada de ayer, agentes de la Secretaría de Seguridad Ciudadana (SSC); de las fiscalías federal y capitalina, y de la Secretaría de Marina (Semar) desplegaron un operativo perimetral en un inmueble de la colonia San Rafael, para detener a El Junior, así como a Alejandro N, quien fue detenido y liberado en octubre de 2019, luego del megaoperativo que se realizó en la calle Peralvillo 33, de la alcaldía Cuauhtémoc.Durante esta acción se decomisaron diferentes dosis de droga, armas de fuego y dinero en efectivo; fue la mañana del mismo jueves que se realizó el traslado de ambos sujetos a la Subprocuraduría Especializada en Investigación de Delincuencia Organizada (SEIDO) de la Fiscaía General de la República, ubicada en Cuauhtémoc.Con escasas horas de diferencia, en la colonia Guerrero las autoridades desmantelaron un laboratorio acoplado en un inmueble ubicado en la calle Pedro Moreno, en donde se encontró precursor químico para la producción de drogas sintéticas, que se distribuían al menudeo en Tepito y Peralvillo, principal zona de operación de La Unión.Brandon Alexis, El Junior, no está relacionado con alguna investigación en la Fiscalía General de Justicia (FGJ) de la Ciudad de México, precisaron fuentes consultadas, por lo que todo el trabajo para dar con su detención se basó en inteligencia de la FGR, de la Semar y de la SSC. El Tío. Jorge Luis N es uno de los principales operadores de Óscar Andrés Flores Ramírez. Foto: EPECIALAlejandro N. También fue detenido y liberado en octubre de 2019, luego del megaoperativo en Peralvillo 33. Foto: EspecialEl Junior. Brandon Alexis N es hermano de El Lunares, último líder del Cártel La Unión Tepito. Foto: EspecialLa cacería contra familiares del exlíder de La Unión continuó en la colonia Centro, en donde ubicaron a Jorge Luis, El Tío, uno de los principales operadores de Óscar Andrés Flores Ramírez.El Tío contaba con orden de aprehensión, también por delincuencia organizada. Durante su detención le hallaron droga y un arma de fuego.Jorge Luis fue detenido en el operativo de la SSC en Peralvillo 33, dijo ser estilista y que no tenía ninguna relación con las actividades delictivas que se concentraban en esa vecindad.El juez federal Felipe de Jesús Delgadillo Padierna fue el encargado de dejar en libertad a El Tío, Alejandro N y uno de los primos de El Lunares, Irving Willie Flores; sin embargo, dos de ellos volvieron a ser capturados.Según los reportes, las operaciones de la familia de Óscar Flores ya habían sido identificadas, pero al ubicar los domicilios en donde se desenvolvían cotidianamente se implementaron vigilancias fijas y móviles, hasta que un juez federal otorgó las órdenes de cateo para el ingreso a dichos inmuebles.Los tres sujetos fueron trasladados en medio de un fuerte dispositivo coordinado por la Secretaría de Marina, hasta su arribo a la SEIDO, en donde se espera que en las próximas horas sean llevados a un reclusorio para enfrentar su primera audiencia del orden federal por delincuencia organizada.Las indagatorias en torno a esta organización delictiva refieren que habían tomado el control de la zona de Tepito, así como parte de la alcaldía Tláhuac.","Sin freno, cacería contra banda de ""El Lunares""",http://www.eluniversal.com.mx/metropoli/sin-freno-caceria-contra-banda-de-el-lunares,.\eluniversal,www.eluniversal.com.mx,4
1d141d674bbec82435b1175795309507,"De la larga, muy larga lista de medidas incomprensibles del partido oficial en estos dos años en el poder, muy pocas se comparan con la amenaza de eliminar el fideicomiso federal de apoyo a la cinematografía mexicana. Antes que nada, es una decisión torpe por el peso específico del cine mexicano como carta de presentación del país. En las últimas dos décadas, el talento cinematográfico ha sido el rostro internacional de México. Y no solo los directores, que se llevan la mayoría de las palmas. Lo mismo han hecho los actores, guionistas, directores de fotografía y varios otros oficios ligados al séptimo arte y amenazados la semana pasada por la estulticia de legisladores del partido oficial. Complicar el trabajo de ese gremio equivale a atentar de manera directa contra lo que queda del poder suave mexicano. Toda proporción guardada, nuestro cine es hoy lo que en su tiempo fue el movimiento muralista o la poesía de Paz. Amenazarlo es arremeter contra lo mejor del país. No solo no tiene sentido: es estúpido.              Es también una tontería política. Atacar la industrai del cine implica traicionar a uno de los grupos que respaldaron con mayor fidelidad al presidente López Obrador. La mayoría de los creadores que habrían visto amenazado su quehacer artístico por la cancelación del fideicomiso hicieron campaña, en público o en privado, por el proyecto lopezobradorista. Varios actores y no pocos guioinistas celebraron el triunfo del 2018 como la promesa de una verdadera transformación que incluiría un acercamiento sensible y proactivo al universo de la cultura, naturalmente afín a la causa progresista. En muchos sentidos, por su relevancia y poder de convocatoria, no hay grupo más importante que el gremio cinematográfico para el partido oficial. Ir contra ellos es incomprensible.            En cualquier caso, para mediados de la semana, el despropósito quedó aparentemente archivado. Pero se necesitó un despliegue abrumador de poder para convencer de lo obvio a los legisladores del partido oficial. González Iñárritu, Cuarón y Del Toro, los tres grandes directores de cine mexicanos de los últimos tiempos, tomaron carta en el asunto de inmediato. Como acostumbra, Del Toro fue particularmente elocuente, publicando una arenga persuasiva en redes sociales. Los acompañaron voces de gran relevancia, como la directora María Novaro. Nuestras películas nos llenan de orgullo por nuestra diversidad cultural y son de enorme valor para nuestra felicidad, memoria y para el diálogo nacional, escribió Novaro. Nuestros instrumentos de apoyo al cine mexicano son transparentes, ciudadanos y efectivos. No podemos perderlos. Orondos, los legisladores aceptaron una reunión virtual con al menos cuatro pantallas de notables profesionales del cine, incluidos Del Toro, González Iñárritu, Daniel Giménez Cacho y Luis Mandoki (¿qué dirá ahora Mandoki, conocido panegirista de López Obrador?). Después de dejarse convencer por los famosos, los legisladores anunciaron, con bombo y platillo, la marcha atrás. Delgado dio a conocer acuerdos tras la extraordinaria reunión y la secretaria de Cultura celebró, conmovida. Gracias Mario, Sergio (Mayer) y legisladoras y legisladores presentes. Gracias, María. El diálogo ha dado frutos. Gracias a la comunidad porque juntos podemos construir a favor de la cultura de México, tuiteó.            Por supuesto, hay que celebrar que el partido oficial haya reculado. Qué bueno, también, que Delgado y Alejandra Frausto festejen tan entusiasmados la resolución de una crisis creada por el partido oficial y el gobierno para el que trabajan. Nada más curioso que el pirómano que se congratula por apagar el fuego que él mismo encendió.Ahora: pasada la algarabía, vale la pena hacer una pausa y considerar lo ocurrido. Fue necesaria la intervención directa de tres mexicanos universales -y varios más cercanos a su calibre- para que los legisladores cambiaran de parecer y abandonaran sus intenciones de desarticular el apoyo que mantiene con vida a buena parte del notable gremio de creadores cinematográficos que hay en México. El gremio del cine tuvo esa suerte porque tiene fuerza. Enfrentados con los rostros de artistas ilustres y reconocido en el planeta entero, los legisladores del partido oficial doblaron las manos. Qué bueno que lo hayan hecho. Pero lo hicieron porque reconocieron los costos. No es lo mismo desairar a Del Toro o González Iñárritu que atentar contra el apoyo que recibe un poeta o un artista plástico, por no decir nada de otros fideicomisos que afectan a mexicanos que sufren cotidianamente, en el anonimato absoluto, sin poder de convocatoria, sin Twitter que los defienda o celebre sus conquistas frente a legisladores que cambian de parecer aplastados por la merecida eminencia de aquellos a los que han antagonizado.            El cine nacional podrá haber sobrevivido, pero la tragedia mexicana apenas empieza. No habrá final feliz. ",La absurda idea de ir contra el cine,https://www.eluniversal.com.mx/opinion/leon-krauze/la-absurda-idea-de-ir-contra-el-cine,.\eluniversal,www.eluniversal.com.mx,4
f9687029a962ab2b832089c4c7dc0e24,"En aras del interés público y con el propósito de evitar la dispersión de fuentes informativas, la desinformación y las noticias sin sustento, María Elena Álvarez Buylla, directora de Conacyt, ha mandado a callar a la comunidad científica del país. Como ella es la cabeza del sector nombrada por Andrés Manuel López Obrador, suponemos que una decisión histórica contra la libertad de expresión de los científicos mexicanos debió contar con la aprobación del Presidente de la República. ¿O la doctora se habrá ido por la libre como cuando pretendió pasar la charola entre los investigadores? No lo sabemos. Ojalá que la Presidencia aclare pronto este nuevo embrollo procedente del Conacyt que se conoció la noche del sábado cuando comenzó a circular una carta dirigida a los titulares de los Centros Públicos de Investigación firmada por José Alejandro Díaz Méndez, titular de la Unidad de Articulación Sectorial y Regional. Lo que sí sabemos y aquí lo vamos a revelar es que Conacyt hace firmar acuerdos de confidencialidad a científicos que han sido reclutados para trabajar en los esfuerzos contra la pandemia. Los matemáticos que participan en el ultrasecreto modelo epidemiológico no pueden hablar sobre el tema. Esto es inaudito porque va en contra del desarrollo de la ciencia. Al no haber acceso total para hacer investigación independiente sobre la incidencia del SARS-COV-2 a partir de toda información oficial existente, otros científicos no pueden revisar, reproducir, corregir, mejorar, confirmar o desmontar ese modelo, ahí sí, por el bien del interés público. Así que los científicos expertos en el campo están medio a ciegas y ahora también les ordenan quedarse mudos. ¿Y qué pasaría si aun así hablan? ¿Comenzarán las purgas en los Centros Publicos de Investigación y en el Sistema Nacional de Investigadores?Llamadas que intimidan a creadoresEn donde (aún) no hay purgas pero comienzan a darse costumbres preocupantes contra la disidencia es en el sector cultural. Lo decimos por esto: aquí hemos reportado la actividad del Frente Amplio de Trabajadores del Arte y la Cultura contra diversas acciones del gobierno. Una de nuestras notas causó incomodidad de personas participantes en este Frente que nos hizo llegar una carta en donde se nos pedía que no pusiéramos en boca de todos algunas propuestas dichas abiertamente por algunos, como desconocer a la secretaria de Cultura Nos llamó la atención la carta del Frente y nos pusimos a investigar. Ahora sabemos que personas que aparecían en fotos que publicamos de la videorreunión fueron identificadas y recibieron llamadas de funcionarios de Cultura preguntando cosas... No hubo amenazas abiertas pero la simple llamada ¿era un aviso...? Y hubo quien se puso nervioso y pidió deslindarse. Una llamada inofensiva dirán algunos, pero no. Llamadas de funcionarios culturales en un contexto así ejercen coerción, inhiben, intimidan. Y lo lograron. Así que si usted es un investigador que recibe un documento que inhiba su libertad de expresión como en Conacyt, o si es un creador o trabajador cultural y recibe una llamada o un mensajito de un funcionario cultural que lo ponga nervioso, cuénteselo a la sección que más confianza le tenga, es decir al Crimen y Castigo, en el correo [email protected] Relátenos su historia, mándenos su documento o su audio y nosotros nos pondremos en contacto. Si verificamos que la denuncia está fundada, el que estará en problemas no será usted.Que Nervo era uruguayo, dice Cultura de la Ciudad de MéxicoLa Secretaría de Cultura del gobierno de la Ciudad de México volvió a cometer un error que le costó caro y le provocó burlas en Twitter y seguramente un jalón de orejas por parte de la Jefa de Gobierno, Claudia Sheinbaum. La dependencia abrió ayer su cuenta con una postal para sumarse a la efeméride del poeta Amado Nervo, pero se equivocó al señalar que era uruguayo. Aunque borraron pronto el tuit, el cambió de la nacionalidad del escritor mexicano le valió tremendas burlas e incluso el secretario Alfonso Suárez del Real tuvo que salir a pedir disculpas por el yerro y además de disculparse apuntó que lo correcto era que Amado Nervo murió en Uruguay el 24 de mayo de 1919. Puede ser que no todo mundo conozca la historia del poeta y diplomático pero tardaron casi cinco horas en subir la nueva postal corregida y acompañada de las disculpas.",¿Conacyt manda a callar a los científicos en acuerdo con la Presidencia?,http://www.eluniversal.com.mx/cultura/conacyt-manda-callar-los-cientificos-en-acuerdo-con-la-presidencia,.\eluniversal,www.eluniversal.com.mx,5
cb96b0113a1f9d62cd781c4b08e01763,"    googletag.cmd.push(function() {      googletag.display(""dfp-ad-top3_content"");    });  La corrupción e influyentismo en el sistema penitenciario del país es evidente y un ejemplo claro son las fiestas y convivios organizadas por propios internos ante el consentimiento de las autoridades carcelarias.En uno de los Centros de Reinserción Social de máxima seguridad la práctica es continúa, Puente Grande ha sido nota nacional al ventilarse los festejos que realizan con banda en vivo, exceso de alcohol y hasta con compañía femenina.A pesar de no tener documento de que en su estancia realizo fiestas en Jalisco, Rafael Caro Quintero durante el tiempo que estuvo encarcelado en el Reclusorio Norte, gozaron de privilegios tras pagar fuertes sumas de dinero.Según los documentos desclasificados del Archivo General de la Nación, solicitados por Un1ón Jalisco, los narcotraficantes metían a bandas de música sinaloense el día de sus cumpleaños para amenizar el ambiente de sus celdas acondicionadas.En cambio, Joaquín El Chapo Guzmán Loera aprovechó operó impunemente en el considerado penal de máxima seguridad del Occidente del país, no había autoridad o reo que se negara a complacer al capo, los testimonios recabados por el periodista Jesús Lemus, en su libro Los Malditos 2, aseguran que Guzmán Loera ordenaba su comida y tenía acceso a todos los módulos del penal sin restricción.El escritor tomó como principal referencia a Noé Hernández El Gato, acusado de abuso sexual y homicidio contra niñas, quien contó que El Chapo realizó muchas veces fiestas en el interior del penal. Al capo le gustaba pedir comida, litros de alcohol y contrataba conjuntos musicales para amenizar las fiestas; a sus allegados les daba whisky y al resto de reclusos sólo les permitía tomar una o dos cervezas para no generar problemas.El Gato sostuvo que en una celebración del Día del Padre pasó por alto la regla y los internos se pusieron violentos, por lo que Guzmán Loera jamás volvió a dar una fiesta grupal. Los banquetes, borracheras seguían para los más allegados al sicario y en esas reuniones asistía su socio Héctor El Güero Palma.Años más tarde, se dio a conocer que José Luis Gutiérrez Valencia, jefe del Cártel Jalisco Nueva Generación (CJNG) y concuño de Nemesio Oseguera Cervantes, 'El Mencho, emuló a los capos.En un video que se difundió en varios medios se observa a 'Don Chelo' festejando en el patio del penal de Puente Grande.La fiesta fue amenizada por la banda 'Los Buchones de Culiacan' y se alcanza a ver que el capo está tomando bebidas alcohólicas y comiendo varios manjares.En la última semana se difundió una foto donde aparece un reo identificado como Horacio N., imputado por el delito de fraude, quien habría utilizado un dormitorio especial para dar rienda suelta a la diversión.Aparentemente la reunión se realizó en plena contingencia por coronavirus.VER:El Chapo y sus narcofiestas en Puente Grande",Puente Grande y las fiestas que causaron polémica,http://www.unionjalisco.mx/articulo/2020/04/29/viral/puente-grande-y-las-fiestas-que-causaron-polemica,.\eluniversal,www.unionjalisco.mx,5
182ff91877dc5a243920b8d2c224cf68," 0 % PULSO SOCIAL0 Porfirio Díaz fue un político mexicano polémico. A finales del siglo XIX se le veía como el consumador de los ideales liberales, pero después de la Revolución las cosas cambiaron.Díaz nació el 15 de septiembre de 1830 y su régimen estuvo marcado por importantes logros, pero también por una política sumamente severa, es por ello que hay quienes lo ven como un héroe y otros como un villano de la historia nacional.Lo que es cierto, es que durante su mandato se logró un desarrollo económico sin precedentes, pero debido a que se invirtió capital extranjero, los mexicanos comenzaron a perder sus tierras y creció el número de personas en la pobreza. Todo este descontento social llevó a México a vivir una Revolución encabezada por Francisco I. Madero, durante la cual se obligó al dictador Porfirio Díaz a abandonar el poder y terminar sus días en el exilio.Porfirio Díaz, la ""modesta"" vida en el exilio del dictador mexicanoTras su renuncia, el 25 de mayo de 1911, Porfirio Díaz tomó el buque alemán Ypiranga, a bordo del cual se trasladó hacia su exilio en Francia, donde falleció el 2 de julio de 1915.Porfirio Díaz es uno de los personajes más estudiados y en De10.mx recopilamos algunos datos que muy pocos conocen de este político mexicano ¡mira la galería!Con información de Algarabía y Notimex.VIDEO:",los 10 datos mejor guardados de porfirio diaz,https://de10.com.mx/top-10/los-10-datos-mejor-guardados-de-porfirio-diaz,.\eluniversal,de10.com.mx,5
3971a9e546361df005e46c13d47d7d9f,"La detención de 17 personas en El Marqués y la clausura de un bar en la capital del estado que tenía sus puertas cerradas, pero a escondidas de la autoridad daba servicio a sus clientes en el interior, es el saldo de diversos operativos sanitarios que se hicieron en las últimas horas en la Zona Metropolitana para prevenir contagios de Covid-19.A través de la cuenta de Twitter de la Policía Estatal se informó que el bar, que se conoce como la Selva Taurina, sucursal avenida Universidad, fue suspendido por atender clientela a puerta cerrada, esto a pesar de no ser considerados como un servicio esencial.En un video publicado en la misma red social se observa que hay varios clientes consumiendo bebidas y alimentos; sin embargo, se aclaró que no hubo personas detenidas, únicamente se suspendió el lugar y los propietarios deberán asumir la sanción administrativa.Asimismo, en la comunidad de Santa María Begoña, en El Marqués, fueron detenidas ocho personas por ingerir bebidas alcohólicas frente a un local de venta de pollos rostizados, que a su vez anuncia la venta de micheladas con cartulinas fluorescentes.No fue clausurado el establecimiento, pero se les informó a los propietarios que no estaba permitido el consumo de alimentos y bebidas en el lugar; únicamente pueden ofrecer el servicio para llevar.Otras nueve personas, pero de la comunidad de Amazcala, también fueron detenidas por ingerir bebidas alcohólicas en vía pública.Elementos de la Unidad Municipal de Protección Civil de El Marqués, también en los filtros sanitarios para verificar que no vayan más de dos personas en un automóvil, que usen cubrebocas y ayuden a contestar un breve cuestionario para saber a dónde vanLa SSC también informó de la realización de diversas fiestas en colonias de la capital del estado, donde se les pidió a los ciudadanos concluir con sus reuniones debido a que la emergencia sanitaria no permite este tipo convivencias.",Clausuran bar en la capital que funcionaba a escondidas ,https://www.eluniversalqueretaro.mx/portada/clausuran-bar-en-la-capital-que-funcionaba-escondidas,.\eluniversal,www.eluniversalqueretaro.mx,5
49941243a737efc6949b1a28ce3f03a4,"Chicago comenzará esta semana con su reapertura gradual, tras mantener el confinamiento para contener el Covid-19 durante más de dos meses. La ciudad se unió a la orden estatal de Illinois de aislamiento y distanciamiento social desde el pasado 21 de marzo. Al registrar una disminución de los contagios, la alcaldesa Lori E. Lightfoot anunció un plan de reapertura en fases, para evitar un rebrote. Tras mantenerse en confinamiento total en la fase I, actualmente, Chicago se encuentra en la segunda etapa. Sólo permite que acudan a laborar los trabajadores esenciales y se mantiene la orden de que toda la población se mantenga en casa y cumpla con la distancia social.Fase III Los empleados no esenciales podrán regresar a trabajar, de forma progresiva y se permitirá que algunos negocios reabran, mientras cumplan con las medidas de seguridad para su personal y sus clientes. En esta etapa del plan de reapertura de Chicago reanudarán actividades algunos lugares recreativos, con limitación de cupo.También se permiten las reuniones de hasta 10 personas, si se mantiene una distancia de 1.8 metros y se usa cubrebocas. Entre los lugares que podrán abrir se encuentran las bibliotecas, los hoteles, guarderías, tiendas minoristas, restaurantes, cafeterías, servicios profesionales y los parques podrán permitir el acceso de visitantes para actividades individuales.Las autoridades de Chicago esperan entrar en esta etapa esta semana, si los casos siguen a la baja.Visita¡Por fin!, Nueva York ya tiene fecha de reaperturaLa reapertura considera a los cinco distritos de la Gran Manzana   Fase IV Retomarán operaciones más negocios y sitios recreativos como campamentos de verano, gimnasios, museos, actividades al aire libre y servicios religiosos. También se podrá incrementar un poco el límite de capacidad en todos los sitios. Las personas que pertenecen al sector vulnerable al Covid-19 podrán comenzar a salir, si mantienen el distanciamiento y las recomendaciones de seguridad. The progress our City has made has been because Chicagoans have been following the public health guidance. For the safety of our neighbors, let's not lose the gains we've made. https://t.co/jPUdaRsoTp pic.twitter.com/DHCObPaxWH Mayor Lightfoot #StayHomeSaveLives (@chicagosmayor) May 21, 2020 Fase VAl llegar a la última etapa se podrán retomar todas las actividades en la ciudad de Chicago, incluyendo los trabajos no esenciales. No obstante deberán usar todas las medidas de seguridad posible, como caretas o cubrebocas, mientras se comercializa una vacuna para el Covid-19. En esta etapa se podrán reabrir las escuelas de la región y se estima que ocurra en el otoño. Todos los cambios de etapa los decidirá el gobierno de la ciudad de Chicago conforme al número de nuevos casos positivos de la enfermedad, a la cantidad de muertes diarias y a la disponibilidad hospitalaria.¿Cuándo reabrirá el Millennium Park? Cuando llegó la pandemia de Covid-19 a Illinois, el icónico Millennium Park de Chicago suspendió todos sus eventos y cerró al público hasta el próximo 30 de mayo.Desde entonces, algunos de los eventos que estaban programados se realizaron de forma virtual, como los Festivales de Blues y Gospel. Según las estimaciones del gobierno local, el parque podría comenzar su reapertura entre inicios y mediados de junio, con algunas limitaciones. Here we go! ""Millennium Park at Home"" world premiere FREE concerts online begin NOW!House right now and tomorrow.Gospel next weekend.Blues the following weekend.https://t.co/5mNdCJCsPi Chicago DCASE (@ChicagoDCASE) May 22, 2020RecomendamosAnuncian iniciativa para visitar Chicago de manera responsable ¡Choose Chicago! Más de 250 empresas, organizaciones e instituciones han comenzado a planificar la recuperación de la industria del turismo y la hospitalidad  pb ",que abrira primero en el plan de desconfinamiento de chicago,https://www.viveusa.mx/destinos/que-abrira-primero-en-el-plan-de-desconfinamiento-de-chicago,.\eluniversal,www.viveusa.mx,5
6a4cf52fb0c18fb4e3ec4ad2bfb1262a,"Ricardo Salinas Pliego, presidente de Grupo Salinas, preguntó a sus amigos en Twitter sobre el futuro relacionado con el Covid-19.Dado que el virus no se va a extinguir por si solo y que seguirá expandiendo su presencia en tanto haya seres humanos que lo reciban y por lo tanto se multiplique ¿Cuál es su plan a futuro?, tuiteó el empresario.En el cuestionamiento dirigido a sus amigos en cuarentena"" en Valle... o donde quiera que estén recluidos..., Salinas Pliego pregunta si la idea es quedarse encerrados hasta que haya cura o vacuna, hasta que el gobierno les diga que pueden salir.¿O quedarse encerrados hasta que un buen día se desapendejen y decidan salir a vivir la vida con todo y sus riesgos? ¿O hay algo que no veo, algo que se me escapa?, concluye el empresario. 1.- ¿Quedarse encerrados hasta que haya cura o vacuna?2.- ¿Quedarse encerrados hasta que el gobierno les diga que pueden salir?3.- ¿O quedarse encerrados hasta que un buen día se desapendejen y decidan salir a vivir la vida con todo y sus riesgos?  Ricardo Salinas Pliego (@RicardoBSalinas) May 25, 2020vcr/fml",¿Cuál es su plan a futuro? Pregunta Salinas Pliego en Twitter,http://www.eluniversal.com.mx/cartera/cual-es-su-plan-futuro-pregunta-salinas-pliego-en-twitter,.\eluniversal,www.eluniversal.com.mx,6
5fb58a92a5576ac3dac5b5d39dc58aa7,"Al expresar tan bien que íbamos hasta antes de la llegada del Covid-19, el presidente Andrés Manuel López Obrador calculó que debido a la crisis económica por la pandemia, en México se perderán alrededor de un millón de empleos.En un video grabado en la biblioteca de los expresidentes en Palacio Nacional, indicó que después de que en abril se perdieron 550 mil empleos, para mayo se prevé que desaparezcan 400 mil más.Sin embargo, señaló que su gobierno ya tiene un plan de recuperación que pretende crear 2 millones de plazas a través de sus programas sociales y proyectos insignia, como la construcción del Tren Maya, el Aeropuerto Internacional Felipe Ángeles, la refinería en Dos Bocas, así como con la entrada en vigor del T-MEC.Traíamos antes del coronavirus 20 millones 500 mil trabajadores; en abril se perdieron 550 mil empleos, es decir, nos quedamos como con 20 millones de trabajadores o menos. Tengo los datos hasta el 23 de mayo, ¿qué se observa?, que ya no hay tanta pérdida de empleos, calculamos que si en abril fueron 550 mil los que se perdieron, ya para mayo serán alrededor de 400 mil. También lee: Jóvenes resisten al virus, pero no al desempleo: son los más afectadosTengo mi pronóstico de que con el coronavirus se van a perder un millón de empleos. Ya hablé de que en Estados Unidos se perdieron en abril 20 millones, [pero] guardadas todas las proporciones, comentó.Pese a esto, el Jefe del Ejecutivo federal afirmó que tiene buenas noticias y que se podrá remontar la crisis económica, pues aumentó la recaudación, la inversión extranjera directa, las remesas y se ha fortalecido la economía popular con la entrega de 4 millones de créditos, además de que se reactivará la economía con la entrada en vigor del T-MEC.Vamos enfrentando la pandemia, ahora lo que quiero es decir que hay buenas noticias en cuanto a la situación económica.Íbamos muy bien, ahora sí que como se dice en mi pueblo: Tan bien que íbamos y se nos presenta lo de la pandemia, pero como ya habíamos iniciado medidas para el combate a la corrupción, a fin de hacer un gobierno eficiente, pues no nos agarró mal parados y hemos podido ir remontando la crisis económica mundial, expresó. También lee: Afores tienen 47 mil mdp disponibles para retiros por desempleo ante impacto de Covid-19Recordó que la primera afectación a la economía vino de la baja en los precios del petróleo y la depreciación del peso, que pasó de 20 pesos a 22.73 por dólar.Informó que en marzo la inversión extranjera directa fue de 10 mil 334 millones de dólares y que creció cerca de 200 millones de dólares en comparación con el año pasado.Señaló que las remesas que envían los mexicanos en Estados Unidos fueron 4 mil millones dólares en marzo, lo que benefició a alrededor de 10 millones de familias.Apuntó que tiene información no oficial de que las remesas en abril serán alrededor de 3 mil millones de dólares, superior a lo que fueron en enero y febrero.El Mandatario federal manifestó que a a pesar de la pandemia, la recaudación no se ha caído y que de enero a mayo se tiene un incremento de 2.6% en términos reales, debido a que el año pasado en el mismo periodo se recaudó un billón 658 mil millones de pesos y ahora fue de un billón 757 mil millones.Vamos a sacar adelante a nuestro querido México. Ánimo, ahí vamos y son buenas las noticias, estoy optimista (...) Nada nos va a detener, la transformación se va a seguir llevando a cabo en nuestro país y en beneficio de nuestro querido pueblo, ¡viva México!, manifestó.Invitan a López-Gatell a ser parte del grupo de expertos de OMSEl Presidente señaló que a pesar de estar en la etapa más grave del contagio, todo indica que empezará el descenso: La mejoría en el Valle de México y en otras ciudades afectadas desde el inicio de esta pandemia en nuestro país [se nota].Destacó el reconocimiento hacia el gabinete de Salud e informó que hace dos días le notificaron que Hugo López-Gatell, subsecretario de Prevención y Promoción de la Salud, había sido invitado por la Organización Mundial de la Salud (OMS) para ser parte del grupo de expertos del Reglamento Sanitario Internacional de ese organismo.Hace dos días recibí una notificación de la OMS, en la que se postula al doctor Hugo López-Gatell Ramírez para participar en un grupo de expertos del Reglamento Sanitario Internacional. Es un reconocimiento bien merecido para el subsecretario de Salud, subrayó.",Se perderán 1 millón de empleos en México por Covid-19: AMLO ,http://www.eluniversal.com.mx/nacion/se-perderan-1-millon-de-empleos-en-mexico-por-covid-19-amlo,.\eluniversal,www.eluniversal.com.mx,5
